version,section,function,length,matching
us.v10,.core2,func_80329054,36,yes
us.v10,.core2,func_802D09B8,68,yes
us.v10,.core2,func_802FCA54,36,yes
us.v10,.core2,func_802EFF9C,12,yes
us.v10,.core2,func_8033FF8C,44,yes
us.v10,.core2,func_80335A94,664,yes
us.v10,.core2,bsbshock_charge_init,400,yes
us.v10,.core2,func_8028E9C4,376,yes
us.v10,.core2,vector_assign,64,yes
us.v10,.core2,bsclimb_inSet,48,yes
us.v10,.core2,chBottlesBonus_func_802DEA8C,64,yes
us.v10,.core2,__chwhipcrack_spawnPieces,424,yes
us.v10,.core2,func_802DF090,56,yes
us.v10,.core2,func_8033DD90,12,yes
us.v10,.core2,func_80287A60,108,yes
us.v10,.core2,func_8035A694,228,yes
us.v10,.core2,func_802E3800,84,yes
us.v10,.core2,func_802F4F64,172,yes
us.v10,.core2,func_8035FA0C,60,yes
us.v10,.core2,func_802BCEC4,520,yes
us.v10,.core2,gcpausemenu_returnToLair,120,yes
us.v10,.core2,yaw_get,12,yes
us.v10,.core2,func_802E1050,160,yes
us.v10,.core2,func_80361E10,140,yes
us.v10,.core2,func_80325888,172,yes
us.v10,.core2,func_8028D71C,156,yes
us.v10,.core2,func_8033EA78,44,yes
us.v10,.core2,func_802D7038,236,yes
us.v10,.core2,func_802A6510,12,yes
us.v10,.core2,func_8031E3BC,36,yes
us.v10,.core2,chShrapnel_func_802D0FC8,220,yes
us.v10,.core2,func_80346DB4,312,yes
us.v10,.core2,func_802F4070,36,yes
us.v10,.core2,func_802D9C1C,56,yes
us.v10,.core2,func_802890FC,64,yes
us.v10,.core2,func_80330C48,44,yes
us.v10,.core2,__overlay_gv_update,56,yes
us.v10,.core2,vector_clear,12,yes
us.v10,.core2,bs_getInterruptType,12,yes
us.v10,.core2,func_803253A0,604,yes
us.v10,.core2,spawnQueue_unlock,12,yes
us.v10,.core2,bsbbuster_end,60,yes
us.v10,.core2,chBottlesBonus_IncrementPuzzle,76,yes
us.v10,.core2,func_80324C7C,12,yes
us.v10,.core2,func_802951FC,24,yes
us.v10,.core2,func_8033CD0C,72,yes
us.v10,.core2,func_8031F6E4,36,yes
us.v10,.core2,playerModel_setEnvAlpha,12,yes
us.v10,.core2,bsblongleg_slide_end,32,yes
us.v10,.core2,func_8030A590,92,yes
us.v10,.core2,func_802E4B38,12,yes
us.v10,.core2,func_802FCFE8,20,yes
us.v10,.core2,fxcommon1score_update,12,yes
us.v10,.core2,func_802BBD0C,32,yes
us.v10,.core2,func_80325E78,180,yes
us.v10,.core2,func_8031F0AC,36,yes
us.v10,.core2,timedFunc_set_4,76,yes
us.v10,.core2,func_802BB938,332,yes
us.v10,.core2,func_802A3350,76,yes
us.v10,.core2,func_8031C444,8,yes
us.v10,.core2,func_80351DE0,128,yes
us.v10,.core2,func_80294750,56,yes
us.v10,.core2,func_802C4AC8,40,yes
us.v10,.core2,func_8031EA34,36,yes
us.v10,.core2,func_80322C18,32,yes
us.v10,.core2,func_80287D60,16,yes
us.v10,.core2,func_802DBE9C,248,yes
us.v10,.core2,func_802F7CC0,32,yes
us.v10,.core2,func_802C8C04,88,yes
us.v10,.core2,gcpausemenu_getLevelNoteScore,56,yes
us.v10,.core2,playerModel_80292260,36,yes
us.v10,.core2,func_8033A1FC,60,yes
us.v10,.core2,func_803575B8,164,yes
us.v10,.core2,func_803083B0,320,no
us.v10,.core2,func_802AEC70,8,yes
us.v10,.core2,func_8030F130,160,yes
us.v10,.core2,chBottlesBonusCursor_update,2820,yes
us.v10,.core2,bsstand_end,48,yes
us.v10,.core2,bsbtrot_walk_init,84,yes
us.v10,.core2,func_802AE914,180,yes
us.v10,.core2,func_802EC920,16,yes
us.v10,.core2,func_802F3C64,32,yes
us.v10,.core2,func_8028B904,164,yes
us.v10,.core2,func_8028B534,104,yes
us.v10,.core2,func_802F8FF0,12,yes
us.v10,.core2,func_802F7D44,80,yes
us.v10,.core2,func_8030E988,60,yes
us.v10,.core2,sfx_rand,364,yes
us.v10,.core2,func_8032A6A8,260,yes
us.v10,.core2,itemscore_timeScores_getSizeAndPtr,1028,yes
us.v10,.core2,func_8034F774,420,yes
us.v10,.core2,func_802FAC3C,104,yes
us.v10,.core2,func_8031EBE4,36,yes
us.v10,.core2,func_80330078,48,yes
us.v10,.core2,func_8033511C,12,yes
us.v10,.core2,vector_pushBackNew,228,yes
us.v10,.core2,func_8030CBD0,192,yes
us.v10,.core2,bsbbuster_hitboxActive,12,yes
us.v10,.core2,func_802B2BF0,104,yes
us.v10,.core2,func_8033EED0,40,yes
us.v10,.core2,func_8034BAFC,12,yes
us.v10,.core2,func_8031E644,36,yes
us.v10,.core2,roll_getIdeal,12,yes
us.v10,.core2,func_8028F55C,52,yes
us.v10,.core2,bswalrus_idle_end,40,yes
us.v10,.core2,func_803451B0,156,yes
us.v10,.core2,func_8031E0FC,36,yes
us.v10,.core2,gcpausemenu_getTotalNoteScore,40,yes
us.v10,.core2,func_80320C94,284,yes
us.v10,.core2,roll_setIdeal,36,yes
us.v10,.core2,func_80296554,12,yes
us.v10,.core2,func_8028A558,44,yes
us.v10,.core2,func_802FAFE8,52,yes
us.v10,.core2,func_802EDD44,36,yes
us.v10,.core2,func_802BC248,12,yes
us.v10,.core2,func_803045E0,192,yes
us.v10,.core2,bsclaw_hitboxActive,12,yes
us.v10,.core2,collisionList_getTris,48,yes
us.v10,.core2,func_8029472C,36,yes
us.v10,.core2,func_8029028C,12,yes
us.v10,.core2,func_802FAD9C,56,yes
us.v10,.core2,bswalrus_drone_end,40,yes
us.v10,.core2,func_802B8048,136,yes
us.v10,.core2,func_802BD8F8,12,yes
us.v10,.core2,spawnableActorList_free,48,yes
us.v10,.core2,func_80289F94,48,yes
us.v10,.core2,func_8031B9B0,40,yes
us.v10,.core2,func_802EDF40,760,yes
us.v10,.core2,func_802E4078,48,yes
us.v10,.core2,should_zoom_out_camera,60,yes
us.v10,.core2,func_802E28A4,44,yes
us.v10,.core2,func_802B98C0,76,yes
us.v10,.core2,func_8031D820,36,yes
us.v10,.core2,func_80333B78,256,yes
us.v10,.core2,func_802BEA4C,96,yes
us.v10,.core2,func_8031D5E0,36,yes
us.v10,.core2,func_8035CCA0,224,yes
us.v10,.core2,marker_setModelId,28,yes
us.v10,.core2,func_80321538,12,yes
us.v10,.core2,func_8031FA48,36,yes
us.v10,.core2,func_8033A0CC,8,yes
us.v10,.core2,func_8028DE6C,128,yes
us.v10,.core2,func_802EFA5C,20,yes
us.v10,.core2,chBottlesBonus_startTimer,164,yes
us.v10,.core2,func_8031C58C,8,yes
us.v10,.core2,can_use_wading_boots,32,yes
us.v10,.core2,func_80351198,212,yes
us.v10,.core2,func_802FB394,12,yes
us.v10,.core2,func_8031C5D4,8,yes
us.v10,.core2,bscroc_walk_init,112,yes
us.v10,.core2,func_8033DE44,28,yes
us.v10,.core2,func_80295560,28,yes
us.v10,.core2,func_8030895C,40,yes
us.v10,.core2,vtxList_getVtxCount,8,yes
us.v10,.core2,gcpausemenu_isReturnToLairDisabled,8,yes
us.v10,.core2,func_802F4274,428,yes
us.v10,.core2,func_8028F490,40,yes
us.v10,.core2,func_802AD318,16,yes
us.v10,.core2,func_80322BD4,8,yes
us.v10,.core2,func_8028F364,84,yes
us.v10,.core2,func_8031C7EC,148,yes
us.v10,.core2,bscroc_idle_init,164,yes
us.v10,.core2,func_8031E090,36,yes
us.v10,.core2,func_802BD4C0,92,yes
us.v10,.core2,func_80319190,132,yes
us.v10,.core2,func_8031FBA0,88,yes
us.v10,.core2,func_8029B318,12,yes
us.v10,.core2,func_802F8A90,192,yes
us.v10,.core2,func_8033F5F8,320,yes
us.v10,.core2,func_8034D740,648,yes
us.v10,.core2,mapSpecificFlags_getClear,52,yes
us.v10,.core2,func_802A0750,44,yes
us.v10,.core2,func_80347AA8,104,yes
us.v10,.core2,chOverlayNoController_draw,272,yes
us.v10,.core2,func_80299BFC,124,yes
us.v10,.core2,bscroc_bite_end,36,yes
us.v10,.core2,func_8029E4EC,104,yes
us.v10,.core2,func_80305D94,368,yes
us.v10,.core2,func_80309704,16,yes
us.v10,.core2,func_80340760,748,yes
us.v10,.core2,bscroc_die_init,424,yes
us.v10,.core2,func_802EE63C,72,yes
us.v10,.core2,func_802BE230,20,yes
us.v10,.core2,func_8028D664,12,yes
us.v10,.core2,func_802CCC5C,3088,yes
us.v10,.core2,vtxList_randWalkColor,272,yes
us.v10,.core2,func_802F0B98,56,yes
us.v10,.core2,func_8034B150,64,yes
us.v10,.core2,func_802C41D8,64,yes
us.v10,.core2,bsbwhirl_drone_end,40,yes
us.v10,.core2,func_8030A78C,196,yes
us.v10,.core2,func_802870E0,196,yes
us.v10,.core2,func_8034BED0,132,yes
us.v10,.core2,func_80318640,244,yes
us.v10,.core2,anim_setIndex,8,yes
us.v10,.core2,func_8029587C,24,yes
us.v10,.core2,bsbtrot_drone_init,48,yes
us.v10,.core2,func_802CB4B8,240,yes
us.v10,.core2,func_8031F338,36,yes
us.v10,.core2,func_80294548,12,yes
us.v10,.core2,func_803343AC,36,yes
us.v10,.core2,func_8033568C,20,yes
us.v10,.core2,playerMarker_init,192,yes
us.v10,.core2,func_802BBC58,180,yes
us.v10,.core2,bsbarge_end,44,yes
us.v10,.core2,func_80316E84,80,yes
us.v10,.core2,func_80344E3C,64,yes
us.v10,.core2,func_802A0630,212,yes
us.v10,.core2,func_802A163C,40,yes
us.v10,.core2,fxegg_head_spawn,536,yes
us.v10,.core2,func_803294B4,60,yes
us.v10,.core2,func_803196D0,136,yes
us.v10,.core2,time_getDelta,28,yes
us.v10,.core2,pitch_getIdeal,12,yes
us.v10,.core2,func_802C7AB0,72,yes
us.v10,.core2,func_802AFADC,48,yes
us.v10,.core2,func_80360828,1276,yes
us.v10,.core2,bscroc_ow_update,32,yes
us.v10,.core2,particleEmitter_setParticleCallback,8,yes
us.v10,.core2,gczoombox_open,16,yes
us.v10,.core2,func_8031E590,36,yes
us.v10,.core2,func_8032008C,24,yes
us.v10,.core2,func_802F7BA8,12,yes
us.v10,.core2,func_8033AC38,896,yes
us.v10,.core2,func_8031E9EC,36,yes
us.v10,.core2,func_80345434,156,yes
us.v10,.core2,func_8033AC30,8,yes
us.v10,.core2,func_8031D8B0,36,yes
us.v10,.core2,func_803056FC,144,yes
us.v10,.core2,func_802E4AE8,20,yes
us.v10,.core2,func_802CCBC8,44,yes
us.v10,.core2,func_8028E924,64,yes
us.v10,.core2,func_802AD3A0,12,yes
us.v10,.core2,func_80318498,16,yes
us.v10,.core2,func_8030C204,120,yes
us.v10,.core2,func_80345FB4,1056,no
us.v10,.core2,func_8033DC70,44,yes
us.v10,.core2,func_802BA7B8,32,yes
us.v10,.core2,func_8034A308,64,yes
us.v10,.core2,func_802F7C38,68,yes
us.v10,.core2,func_80338CD0,252,no
us.v10,.core2,func_8028B3B4,112,yes
us.v10,.core2,func_8031E374,36,yes
us.v10,.core2,func_8032BC90,212,yes
us.v10,.core2,func_8032DE5C,28,yes
us.v10,.core2,func_802C1AD8,72,yes
us.v10,.core2,func_80328BD4,144,yes
us.v10,.core2,func_80329784,68,yes
us.v10,.core2,__overlay_gv_draw,16,yes
us.v10,.core2,func_8031E740,36,yes
us.v10,.core2,func_802CB22C,228,yes
us.v10,.core2,levelSpecificFlags_getN,48,yes
us.v10,.core2,func_80290B4C,12,yes
us.v10,.core2,func_802D88E0,576,yes
us.v10,.core2,func_8033ECD8,280,yes
us.v10,.core2,func_80354DC8,8,yes
us.v10,.core2,func_802E879C,1772,yes
us.v10,.core2,func_802F0898,8,yes
us.v10,.core2,playerModel_802924B8,36,yes
us.v10,.core2,gcparade_beginFinalParade,80,yes
us.v10,.core2,func_8031E6D4,36,yes
us.v10,.core2,func_8031E5D8,36,yes
us.v10,.core2,func_802B7F28,288,yes
us.v10,.core2,func_802B1BF4,260,yes
us.v10,.core2,func_80322FBC,32,yes
us.v10,.core2,func_802EFB70,20,yes
us.v10,.core2,func_80351FE0,308,yes
us.v10,.core2,func_80331E34,48,yes
us.v10,.core2,func_802C169C,48,yes
us.v10,.core2,func_8033A110,28,yes
us.v10,.core2,bswalrus_bounce_init,32,yes
us.v10,.core2,func_80323100,32,yes
us.v10,.core2,func_80363388,184,yes
us.v10,.core2,func_803073CC,312,yes
us.v10,.core2,func_802E81CC,1488,yes
us.v10,.core2,func_802896EC,144,yes
us.v10,.core2,func_8031B5B0,12,yes
us.v10,.core2,func_8032F194,136,no
us.v10,.core2,func_802C8580,1236,yes
us.v10,.core2,func_803518D4,20,yes
us.v10,.core2,bscroc_walk_end,40,yes
us.v10,.core2,func_8035ECA0,192,yes
us.v10,.core2,func_8029932C,12,yes
us.v10,.core2,func_802C8B4C,92,yes
us.v10,.core2,func_802CAEF4,32,yes
us.v10,.core2,commonParticleType_80352C7C,28,yes
us.v10,.core2,func_80320930,148,yes
us.v10,.core2,func_802FB414,68,yes
us.v10,.core2,func_802FCAE0,20,yes
us.v10,.core2,func_803257B4,212,yes
us.v10,.core2,fxcommon3score_new,92,yes
us.v10,.core2,func_803162B4,244,yes
us.v10,.core2,func_803299B4,436,yes
us.v10,.core2,func_802B2EE8,180,yes
us.v10,.core2,func_8028EE84,132,yes
us.v10,.core2,func_802E4214,368,yes
us.v10,.core2,func_802A3430,152,yes
us.v10,.core2,func_8031E470,36,yes
us.v10,.core2,func_802AEC78,108,yes
us.v10,.core2,bsbtrot_unk79_end,40,yes
us.v10,.core2,chshrapnel_update,772,yes
us.v10,.core2,func_8033FD98,72,yes
us.v10,.core2,func_8032FDDC,472,yes
us.v10,.core2,func_8035FDA4,312,yes
us.v10,.core2,func_802C5994,156,yes
us.v10,.core2,mapSpecificFlags_getN,104,yes
us.v10,.core2,func_802F1A10,668,yes
us.v10,.core2,func_8034A130,68,yes
us.v10,.core2,func_8028F760,36,yes
us.v10,.core2,func_80328AEC,76,yes
us.v10,.core2,func_802F0E80,44,yes
us.v10,.core2,func_80315110,192,yes
us.v10,.core2,func_8033FD20,68,yes
us.v10,.core2,func_8033D5D0,136,yes
us.v10,.core2,func_80321854,172,yes
us.v10,.core2,func_8031F854,36,yes
us.v10,.core2,func_8028E86C,32,yes
us.v10,.core2,func_802BB378,52,yes
us.v10,.core2,func_802E1A04,188,yes
us.v10,.core2,func_8034DC80,200,yes
us.v10,.core2,func_802B014C,32,yes
us.v10,.core2,func_802BF2B8,8,yes
us.v10,.core2,func_8035CF60,100,yes
us.v10,.core2,vector_new,80,yes
us.v10,.core2,actor_collisionOn,20,yes
us.v10,.core2,func_8033A4A0,32,yes
us.v10,.core2,func_803540B4,268,yes
us.v10,.core2,func_8034E7B8,300,yes
us.v10,.core2,func_802AF550,180,yes
us.v10,.core2,func_80320454,56,yes
us.v10,.core2,func_80349C8C,36,yes
us.v10,.core2,func_8028F170,32,yes
us.v10,.core2,func_802FB220,12,yes
us.v10,.core2,func_80320004,64,yes
us.v10,.core2,func_8032A95C,136,yes
us.v10,.core2,func_802F487C,8,yes
us.v10,.core2,func_802BAEB4,64,yes
us.v10,.core2,func_8029B324,24,yes
us.v10,.core2,func_802B4870,28,yes
us.v10,.core2,func_802F3370,148,yes
us.v10,.core2,func_803343D0,40,yes
us.v10,.core2,func_802F0E58,40,yes
us.v10,.core2,func_802BAE6C,72,yes
us.v10,.core2,func_802B3E0C,32,yes
us.v10,.core2,mapModel_xlu_draw,220,yes
us.v10,.core2,func_803322F0,1140,yes
us.v10,.core2,func_802BA93C,252,yes
us.v10,.core2,func_803430B4,284,yes
us.v10,.core2,func_8031E7D0,36,yes
us.v10,.core2,func_802FA724,1072,yes
us.v10,.core2,bswalk_fast_update,540,yes
us.v10,.core2,func_802C44D0,28,yes
us.v10,.core2,func_802C2258,12,yes
us.v10,.core2,func_8028931C,56,yes
us.v10,.core2,func_8029C6D0,120,yes
us.v10,.core2,func_8035FAA8,56,yes
us.v10,.core2,func_802C29A0,196,yes
us.v10,.core2,func_80303664,60,yes
us.v10,.core2,func_8031D724,36,yes
us.v10,.core2,animctrl_setDuration,52,yes
us.v10,.core2,chBottlesBonusCursor_freeMethod,104,yes
us.v10,.core2,func_80351998,108,yes
us.v10,.core2,func_8034F248,8,yes
us.v10,.core2,playerModel_getYaw,12,yes
us.v10,.core2,func_802F83AC,1020,yes
us.v10,.core2,func_8031F184,36,yes
us.v10,.core2,func_8035D7CC,192,yes
us.v10,.core2,func_803209C4,40,yes
us.v10,.core2,func_8030E760,44,yes
us.v10,.core2,func_802F3404,336,yes
us.v10,.core2,func_8031EB54,36,yes
us.v10,.core2,func_802C8F68,8,yes
us.v10,.core2,func_80303F7C,104,yes
us.v10,.core2,func_802F2C78,276,yes
us.v10,.core2,animctrl_8028780C,16,yes
us.v10,.core2,func_80351C2C,28,yes
us.v10,.core2,func_803604E8,100,yes
us.v10,.core2,func_80306D60,92,yes
us.v10,.core2,func_8035B49C,208,yes
us.v10,.core2,func_8030F338,216,yes
us.v10,.core2,func_80322F5C,32,yes
us.v10,.core2,func_802F361C,32,yes
us.v10,.core2,func_802A4D50,32,yes
us.v10,.core2,bswalrus_drone_init,40,yes
us.v10,.core2,func_8034BDA4,296,yes
us.v10,.core2,func_802B63F8,216,yes
us.v10,.core2,chBottlesBonusCursor_lose,68,yes
us.v10,.core2,func_8034C50C,28,yes
us.v10,.core2,func_803152C4,60,yes
us.v10,.core2,func_802BE60C,240,yes
us.v10,.core2,func_802F8264,144,yes
us.v10,.core2,chOverlayCopyright_spawn,56,yes
us.v10,.core2,func_802E28D0,1092,yes
us.v10,.core2,func_8035E634,240,yes
us.v10,.core2,func_8031DAE0,132,yes
us.v10,.core2,func_802F0C78,220,yes
us.v10,.core2,func_8033CFD4,296,yes
us.v10,.core2,func_802BA420,8,yes
us.v10,.core2,func_802EC680,636,yes
us.v10,.core2,func_803115C4,64,yes
us.v10,.core2,func_802C76D4,68,yes
us.v10,.core2,func_80307164,244,yes
us.v10,.core2,bs_getState,12,yes
us.v10,.core2,func_802BF12C,72,yes
us.v10,.core2,func_8033B0D0,176,yes
us.v10,.core2,quizQuestionAskedBitfield_init,128,yes
us.v10,.core2,func_802F1104,140,yes
us.v10,.core2,model_getAnimationList,28,yes
us.v10,.core2,func_80345630,32,yes
us.v10,.core2,func_8028781C,168,yes
us.v10,.core2,func_802FC5A4,36,yes
us.v10,.core2,func_802F18B8,56,yes
us.v10,.core2,func_8031F088,36,yes
us.v10,.core2,func_80324D2C,40,yes
us.v10,.core2,func_80297FD0,12,yes
us.v10,.core2,chBottlesBonus_func_802DD158,48,yes
us.v10,.core2,func_80347A70,12,yes
us.v10,.core2,func_802F0EAC,56,yes
us.v10,.core2,func_8031F0D0,36,yes
us.v10,.core2,func_8029E180,40,yes
us.v10,.core2,func_802917E4,32,yes
us.v10,.core2,func_802E39D0,512,yes
us.v10,.core2,func_802D9CBC,164,yes
us.v10,.core2,func_80304E9C,52,yes
us.v10,.core2,func_802F8B8C,84,yes
us.v10,.core2,func_8035ED60,80,yes
us.v10,.core2,bssled_end,72,yes
us.v10,.core2,func_803308A0,212,no
us.v10,.core2,func_80360130,104,yes
us.v10,.core2,func_8031E4DC,36,yes
us.v10,.core2,eggShatter_defrag,56,yes
us.v10,.core2,func_80344D70,36,yes
us.v10,.core2,func_803382F0,12,yes
us.v10,.core2,cube_fromFile,1000,yes
us.v10,.core2,func_802B3D8C,48,yes
us.v10,.core2,bscrouch_end,8,yes
us.v10,.core2,func_802F80E8,8,yes
us.v10,.core2,func_8033F000,12,yes
us.v10,.core2,func_8034DF30,128,yes
us.v10,.core2,bsant_walk_update,204,yes
us.v10,.core2,particleEmitter_setPosition,28,yes
us.v10,.core2,func_80307504,760,yes
us.v10,.core2,func_802FF090,712,yes
us.v10,.core2,func_802C07A0,444,yes
us.v10,.core2,func_803529DC,92,yes
us.v10,.core2,bscroc_fall_init,148,yes
us.v10,.core2,func_802BE8D8,68,yes
us.v10,.core2,func_8031C594,8,yes
us.v10,.core2,func_80324DBC,124,yes
us.v10,.core2,func_802C8484,252,yes
us.v10,.core2,func_8029F398,92,yes
us.v10,.core2,func_802F3E74,36,yes
us.v10,.core2,chOverlayNoController_func_802DD040,64,yes
us.v10,.core2,func_802931F4,64,yes
us.v10,.core2,func_802BA428,12,yes
us.v10,.core2,func_80324C58,36,yes
us.v10,.core2,func_802FC014,36,yes
us.v10,.core2,func_8033DE20,12,yes
us.v10,.core2,playerModel_80292284,484,yes
us.v10,.core2,func_8030E2C4,208,yes
us.v10,.core2,func_80320B84,20,yes
us.v10,.core2,func_802FB93C,280,yes
us.v10,.core2,func_80315C90,1048,yes
us.v10,.core2,func_80350818,944,yes
us.v10,.core2,func_802B9FD0,220,yes
us.v10,.core2,func_8031D7B4,36,yes
us.v10,.core2,func_80328CEC,192,yes
us.v10,.core2,func_80294554,12,yes
us.v10,.core2,func_802CAAF0,128,yes
us.v10,.core2,func_802FB590,36,yes
us.v10,.core2,func_802FC468,68,yes
us.v10,.core2,func_80294F78,60,yes
us.v10,.core2,func_802FC5DC,84,yes
us.v10,.core2,bsclaw_update,656,yes
us.v10,.core2,func_8028F994,72,yes
us.v10,.core2,func_802D4C0C,40,yes
us.v10,.core2,func_802D6344,68,yes
us.v10,.core2,func_80320250,128,yes
us.v10,.core2,func_802A4A78,444,yes
us.v10,.core2,func_802DAC84,132,yes
us.v10,.core2,func_80340BE4,1436,no
us.v10,.core2,func_803226E8,44,yes
us.v10,.core2,func_80310574,280,yes
us.v10,.core2,func_802916CC,52,yes
us.v10,.core2,func_8033D13C,64,yes
us.v10,.core2,func_802AA510,124,yes
us.v10,.core2,spawnQueue_flush,420,yes
us.v10,.core2,func_8033FCD8,72,yes
us.v10,.core2,bsow_end,72,yes
us.v10,.core2,func_8034C21C,168,yes
us.v10,.core2,vector_getIndex,64,yes
us.v10,.core2,func_802EF628,32,yes
us.v10,.core2,func_8032CA40,64,yes
us.v10,.core2,func_802BA244,92,yes
us.v10,.core2,func_8033A048,28,yes
us.v10,.core2,func_802BA8DC,32,yes
us.v10,.core2,func_80350F7C,312,yes
us.v10,.core2,func_8028E82C,32,yes
us.v10,.core2,func_8028D694,92,yes
us.v10,.core2,bstwirl_hitboxActive,12,yes
us.v10,.core2,func_8032C4AC,436,yes
us.v10,.core2,nodeprop_getPosition,64,yes
us.v10,.core2,bsbtrot_inSet,160,yes
us.v10,.core2,func_8030E200,68,yes
us.v10,.core2,func_802926E8,40,yes
us.v10,.core2,bsdie_update,692,yes
us.v10,.core2,bswalrus_sled_drone_init,40,yes
us.v10,.core2,bscroc_die_end,80,yes
us.v10,.core2,func_8031F908,36,yes
us.v10,.core2,func_80288B98,228,yes
us.v10,.core2,func_80291548,68,yes
us.v10,.core2,func_80347FA4,20,yes
us.v10,.core2,bscroc_eat_good_update,388,yes
us.v10,.core2,_levelSpecificFlags_updateCRC2,168,yes
us.v10,.core2,func_8033FE6C,48,yes
us.v10,.core2,func_80345000,176,yes
us.v10,.core2,func_802A0704,32,yes
us.v10,.core2,func_802C5BC0,172,yes
us.v10,.core2,func_8031D694,36,yes
us.v10,.core2,func_80294A1C,36,yes
us.v10,.core2,__chdrips_playerWithinDist,132,yes
us.v10,.core2,bsclimb_idle_update,308,yes
us.v10,.core2,func_802F13E0,88,yes
us.v10,.core2,func_80288FD8,48,yes
us.v10,.core2,func_802F9EC4,132,yes
us.v10,.core2,fxcommon1score_free,12,yes
us.v10,.core2,bsant_drone_end,40,yes
us.v10,.core2,func_8034A054,24,yes
us.v10,.core2,func_802E502C,348,yes
us.v10,.core2,func_802F82F4,68,yes
us.v10,.core2,func_803237E8,608,yes
us.v10,.core2,func_8035D608,84,yes
us.v10,.core2,func_8028F7F4,12,yes
us.v10,.core2,func_802B9830,80,yes
us.v10,.core2,func_802F989C,508,yes
us.v10,.core2,func_802C73B0,200,yes
us.v10,.core2,func_803411B0,2212,no
us.v10,.core2,func_802B9EA8,20,yes
us.v10,.core2,func_802F919C,1168,yes
us.v10,.core2,cube_free,252,yes
us.v10,.core2,func_802D4884,52,yes
us.v10,.core2,func_802E5F10,40,yes
us.v10,.core2,bsdrone_end,64,yes
us.v10,.core2,func_8031F380,36,yes
us.v10,.core2,func_802FFE04,72,yes
us.v10,.core2,__timedFunc_execute,312,yes
us.v10,.core2,func_802ABD0C,52,yes
us.v10,.core2,func_8031E18C,36,yes
us.v10,.core2,bsbtrot_unk79_update,76,yes
us.v10,.core2,func_80362680,120,yes
us.v10,.core2,func_802FBE60,88,yes
us.v10,.core2,func_802C04F8,88,yes
us.v10,.core2,func_80293190,76,yes
us.v10,.core2,func_80289F30,52,yes
us.v10,.core2,func_8031D574,36,yes
us.v10,.core2,chBottlesBonusCursor_spawn,60,yes
us.v10,.core2,func_80338270,68,yes
us.v10,.core2,func_803300B8,8,yes
us.v10,.core2,func_802CEEA4,176,yes
us.v10,.core2,func_802F494C,44,yes
us.v10,.core2,func_8029ACD4,84,yes
us.v10,.core2,gcpausemenu_getLevelJiggyScore,56,yes
us.v10,.core2,func_8031DA84,36,yes
us.v10,.core2,func_802FDD20,164,yes
us.v10,.core2,func_802E0B10,416,yes
us.v10,.core2,gctransition_8030BD88,16,yes
us.v10,.core2,func_80335418,36,yes
us.v10,.core2,__chdrips_particleCallback,156,yes
us.v10,.core2,func_803563B8,148,yes
us.v10,.core2,func_8034DEE8,72,yes
us.v10,.core2,func_802F8338,32,yes
us.v10,.core2,func_803224FC,180,yes
us.v10,.core2,bsstand_landing_init,56,yes
us.v10,.core2,player_setYVelocity,12,yes
us.v10,.core2,func_802EBA98,72,yes
us.v10,.core2,chShrapnel_explode,152,yes
us.v10,.core2,func_802FB56C,36,yes
us.v10,.core2,vector_size,68,yes
us.v10,.core2,func_80287F98,28,yes
us.v10,.core2,playerModel_isVisible,12,yes
us.v10,.core2,func_8030D004,52,yes
us.v10,.core2,func_8028FB88,76,yes
us.v10,.core2,chBottlesBonusCursor_checkPuzzleCompletion,332,yes
us.v10,.core2,gcparade_update,576,yes
us.v10,.core2,func_802C6150,112,yes
us.v10,.core2,func_802F3CF8,332,yes
us.v10,.core2,func_803200E4,120,yes
us.v10,.core2,func_802C4BB4,96,yes
us.v10,.core2,func_8028FD30,152,yes
us.v10,.core2,func_8033383C,220,yes
us.v10,.core2,func_802C71F0,296,yes
us.v10,.core2,func_80288984,68,yes
us.v10,.core2,should_rotate_camera_left,60,yes
us.v10,.core2,__savedata_save_jiggyScore,132,yes
us.v10,.core2,bsblongleg_stand_enter,84,yes
us.v10,.core2,func_8029842C,56,yes
us.v10,.core2,func_80350174,220,yes
us.v10,.core2,func_8029B62C,196,yes
us.v10,.core2,func_8034FEE0,504,yes
us.v10,.core2,func_802ABD40,32,yes
us.v10,.core2,func_8029B3B0,108,yes
us.v10,.core2,func_80306534,176,yes
us.v10,.core2,func_8033E984,36,yes
us.v10,.core2,func_80332894,232,yes
us.v10,.core2,bsblongleg_slide_update,284,yes
us.v10,.core2,func_80305924,108,yes
us.v10,.core2,func_8032F578,56,yes
us.v10,.core2,bscroc_eat_good_init,120,yes
us.v10,.core2,mapModel_getOpaBounds,272,yes
us.v10,.core2,func_80297A58,12,yes
us.v10,.core2,player_inWater,12,yes
us.v10,.core2,vector_defrag,88,yes
us.v10,.core2,chBottlesBonus_func_802DD484,256,yes
us.v10,.core2,func_802B917C,40,yes
us.v10,.core2,func_8031DB88,36,yes
us.v10,.core2,func_803212B0,40,yes
us.v10,.core2,player_is_present,12,yes
us.v10,.core2,func_8031DD9C,36,yes
us.v10,.core2,func_8030E9C4,56,yes
us.v10,.core2,func_802A04F0,160,yes
us.v10,.core2,func_802BA76C,32,yes
us.v10,.core2,anim_setTimer,12,yes
us.v10,.core2,func_80363330,88,yes
us.v10,.core2,func_802915CC,12,yes
